;274768;
утолщеныГлобальная;8;
переднесистолическое;8;
IIIII;8;
коррекция;8;
Элементы;8;
инфекционного;8;
содержимое;8;
Vмах;8;
Рср;8;
эксцентрично;8;
но;8;
Уменьшение;8;
деформированы;8;
повышенаГлобальная;8;
отрицательные;8;
ГПЖ;8;
достигает;8;
размера;8;
элемента;8;
Святенко;8;
асимметричная;8;
повторное;8;
стенкок;8;
непр;8;
срединными;8;
оси;8;
IA;8;
структурных;8;
Небольшие;8;
ур;8;
Сокартительная;8;
ниже;8;
створками;8;
запирательного;8;
нижнедиафрагмальной;8;
желудочкаИКДО;8;
а;8;
пользу;8;
приклапанные;8;
сократ;8;
дистальные;8;
Гобразное;8;
рекомендовано;8;
решения;8;
стенкаМЖП;8;
восстановления;8;
непостоянный;8;
Ее;8;
сниженаТрикуспидальный;8;
исследований;8;
гемодинамической;8;
полное;8;
формирующаяся;8;
ГКМП;8;
площадью;8;
занижен;8;
осуществляется;8;
расширена—;8;
ортоградного;8;
Синусовая;8;
структура;8;
разнонаправленными;8;
региональных;8;
предыдущих;8;
асинхронное;8;
кинеза;8;
склероз;8;
затрагивающих;8;
скоростных;8;
кардиомиопатия;8;
мероприятий;8;
регургитацияРасчетное;8;
Aaoaiaaaa;8;
Сочетанный;8;
стенкам;8;
сниженаSimpson;8;
подвижна;8;
системы;8;
частыми;8;
Лёгкие;8;
anoeaiu;8;
идиовентрикулярный;8;
Дилатирован;8;
желудочке;8;
ОАРИТ;8;
Rad;8;
++++;8;
тромбы;8;
двумя;8;
неоднородной;8;
меньшей;8;
нижнюю;8;
правильно;8;
неоднородное;8;
малый;8;
инотропной;8;
стенозу;8;
тяжелой;8;
патологические;8;
гипертрофическая;8;
Слабо;8;
выбухает;8;
пред;8;
базально;8;
ускоренный;8;
легких;8;
Субэндокардиальный;8;
Гемодинамическая;8;
тяжелый;8;
реанимационных;8;
что;8;
Екатерина;8;
л;8;
кальцинатом;8;
слоев;8;
Aa	;8;
поддержки;8;
обструкцией;8;
неправильной;8;
Исследовательский;8;
эндокардиальных;8;
Убедительно;8;
амбулаторно;8;
Показана;8;
явных;8;
МНед;8;
участках;7;
измененТрикуспидальная;7;
преимущсетвенно;7;
снижению;7;
Относительное;7;
допплерографические;7;
боковом;7;
Для;7;
АВ;7;
широкая—;7;
Пастухова;7;
ухудшение;7;
EFii;7;
диалатация;7;
расширенаМиокард;7;
эксцентрическое;7;
Смешанная;7;
коронарными;7;
расшиерны;7;
времени;7;
участке;7;
впадения;7;
фиксации;7;
субоптимальной;7;
смм;7;
инд;7;
транссептальных;7;
тяжелому;7;
истончены;7;
АСБ;7;
Алмазова;7;
расчетного;7;
перегородочной;7;
ударного;7;
Митральноаортальный;7;
эксцентрической;7;
гиперетнзия;7;
ВИВЛ;7;
пациент;7;
дренаж;7;
ФК;7;
Определяются;7;
эндокардита;7;
Фибрилляция;7;
Диффузное;7;
максимальной;7;
локальным;7;
зависимости;7;
отношению;7;
приклапаннаяПравые;7;
Nenoieeaneia;7;
Локального;7;
iaaaiae;7;
Александр;7;
аномальная;7;
гиперэхогенный;7;
предсредия;7;
предыдущими;7;
протоколу;7;
лекго;7;
Обратный;7;
соответствует;7;
степениПерикард;7;
симетрично;7;
нарушены;7;
Локальное;7;
незначительной;7;
степениЛегочная;7;
диаметру;7;
подвижный;7;
Визуально;7;
измененТН;7;
наблюдается;7;
створчатый;7;
нормализации;7;
мешает;7;
Аопозиции;7;
дуге;7;
Крупных;7;
Мкольце;7;
Данные;7;
лет;7;
Юлия;7;
сформировано;7;
низкое;7;
показано;7;
миксома;7;
Выполнено;7;
активность;7;
места;7;
справа;7;
Подвижность;7;
Желудочковый;7;
ТКрег;7;
небольшие;7;
желудочоковые;7;
яркая;7;
краевым;7;
комиссуре;7;
миксоматозно;7;
АВкольца;7;
порядка;7;
очевидное;7;
хуже;7;
истонченного;7;
Незначительный;7;
уровня;7;
Владимирович;7;
Региональных;7;
VVI;7;
Очаговорубцовое;7;
ОА;7;
бигеминия;7;
Сердце;7;
экстрасистолией;7;
отсутсвует;7;
эффектом;7;
Очевидных;7;
дегенеративными;7;
фиброзное;7;
реверс;7;
ААлмазова;7;
наложений;7;
Очаговый;7;
Хиари;7;
Истончена;7;
поражения;7;
сег;7;
Ciia;7;
передним;7;
находится;7;
увеличилось;7;
умеренному;7;
эксцентричный;7;
неподвижный;7;
гиперэхогенные;7;
сегменов;7;
незначимые;7;
переднеперегородочном;7;
ВАБК;7;
изменение;7;
ВА;7;
урежения;7;
вегетаций;7;
сосуда;7;
ХРБС;7;
Асимметричная;7;
auyaeaii;7;
ускорены;7;
или;7;
отс;7;
дилатированы;7;
фиброзированного;7;
Крупный;7;
Уплотнен;7;
Рекомендована;6;
измерены;6;
длине;6;
допплеровским;6;
Возможно;6;
Структура;6;
удовлетворительно;6;
вкрапления;6;
грудная;6;
FAC;6;
oeieay;6;
МРегне;6;
оценен;6;
затруднительна;6;
**;6;
эхонегативное;6;
раширена;6;
определения;6;
Мпозиции;6;
основание;6;
осложнений;6;
архитектоники;6;
нерасширен;6;
грубый;6;
Эксцентрическя;6;
регуритация;6;
осмотр;6;
систолы;6;
амплитуды;6;
ходе;6;
исследованиями;6;
калциноза;6;
волна;6;
Осмотрен;6;
градиентмм;6;
очевидного;6;
режимах;6;
захватывающие;6;
особеннстей;6;
избыточной;6;
начиная;6;
основанием;6;
Измерения;6;
корректно;6;
смыкаются;6;
приблизительно;6;
потоком;6;
Сохраняются;6;
верхушечный;6;
ускорена;6;
позициях;6;
Переднесистолическое;6;
Vcontractaмм;6;
Акинезии;6;
умеренным;6;
дополнительная;6;
двухстворчатый;6;
увелимчение;6;
ортоградный;6;
кольцаМитральная;6;
центральная;6;
охватывающие;6;
диаметра;6;
Другие;6;
Гипертрабекулярность;6;
возможна;6;
ПМК;6;
непосредственно;6;
далее;6;
Мр;6;
ТКрегургитация;6;
особенно;6;
сферической;6;
сегментв;6;
очень;6;
мc;6;
типу+ТДК;6;
QpQs;6;
Нисходящая;6;
ранее;6;
гр;6;
Возраст;6;
такневой;6;
БПВЛНПГГлобальная;6;
Телефонному;6;
кол;6;
РО;6;
эксентрическая;6;
Обструктивная;6;
жир;6;
регистрировалась;6;
некоронарная;6;
примерный;6;
частичное;6;
Тенденция;6;
гипоаккинезии;6;
Е;6;
осуществлялась;6;
плотное;6;
аортальному;6;
Высокая;6;
тонкая;6;
кальцинированные;6;
ТРНедст;6;
лёгкой;6;
Дистолическая;6;
незначително;6;
рассчитанный;6;
тахисистолия;6;
неровными;6;
правогоумеренная;6;
Частичный;6;
ЖЭС;6;
зарегистрирован;6;
градиента;6;
АК+;6;
Расхождения;6;
мед;6;
Гидроперикард;6;
Максимальная;6;
короткий;6;
основном;6;
трансплантации;6;
стенозирования;6;
Iaooaiea;6;
максимальное;6;
незначимый;6;
nieaoeiinoe;6;
ЛГст;6;
синуса;6;
повреждение;6;
центр;6;
появилась;6;
большой;6;
ЧСЖ;6;
МСКТ;6;
минимальной;6;
утолщения;6;
прежней;6;
спонтанное;6;
внутрисердечных;6;
предсердияУплотнены;6;
псевдонормальное;6;
ТрРегдо;6;
подклапаннных;6;
протокл;6;
степениТрёхстворчатый;6;
Ускорения;6;
высотой;6;
ЛЖАорта;6;
псевдонорм;6;
нарушено;6;
форма;6;
затруднена!!!;6;
оптимальна;6;
нзначительно;6;
Оценить;6;
эхоплотное;6;
тканевого;6;
диастолическое;6;
Мелкий;6;
уплотнением;6;
Комбинированный;6;
компонент;6;
серединного;6;
глубиной;6;
верзней;6;
контакту;6;
слой;6;
плоский;6;
полулуние;6;
неоднородную;6;
примерно;6;
дегенеративного;6;
правоголегкая;6;
cмс;6;
местной;6;
дегенеративных;6;
сегментам;6;
трикуспидальном;6;
уровень;6;
ППТрикуспидальный;6;
данного;6;
обширные;6;
ткани;6;
интродьюсер;6;
Систолическео;6;
рост;6;
Отсутствует;6;
приклапаннаяУмеренная;6;
Локация;6;
шара;6;
Улучшение;6;
створкой;6;
Анатолий;6;
легочных;6;
уплотненыСкорость;6;
ПЖна;6;
саблевидной;6;
плеворальной;6;
noaiee;6;
ниженей;6;
сми;6;
град;6;
исрединного;6;
венах;6;
атриомегалия;6;
ударов;6;
диастолический;6;
лёгкого;6;
аритмия;6;
линии;6;
вдозе;6;
псевдонормального;6;
участков;6;
некоронарным;6;
Продолжительность;6;
стенко;6;
колец;6;
пограничном;6;
прежняя;6;
типуАорта;6;
четких;6;
миокрда;6;
миокарад;6;
Кольцо;6;
физиологических;6;
планиметрическая;6;
объемной;6;
предсердной;6;
умеренном;5;
ЧКВ;5;
бляшками;5;
аритмолога;5;
небольшими;5;
сердце;5;
oeeonieaaeuiie;5;
малозначимый;5;
КГЗначимая;5;
пристеночного;5;
Участок;5;
четко;5;
смещена;5;
Атеросклероз;5;
ко;5;
Повышение;5;
сращений;5;
Диалатация;5;
Ак;5;
ЗАКЛЮЧЕНИЕсостояние;5;
оперативного;5;
камерной;5;
контуром;5;
Сокращаются;5;
аплитуда;5;
предсердийбольше;5;
незначимая;5;
АВблокада;5;
высокоскоростная;5;
ТП;5;
контура;5;
Александрович;5;
Имеет;5;
осмотренных;5;
кальцинированы+;5;
коронарная;5;
синусовый+ЭКС;5;
симпсону;5;
дилятированы;5;
anaai;5;
миокардане;5;
оптимальная!!!;5;
верхушечную;5;
Антеградный;5;
погранично;5;
т;5;
форме;5;
асширена;5;
тампонаду;5;
синусовый+частые;5;
продолжается;5;
митральное;5;
н;5;
PSAX;5;
убедительные;5;
Положение;5;
концентирическая;5;
исследовании;5;
сегмнта;5;
сниженную;5;
СРТД;5;
током;5;
гипертрфия;5;
неоптимальна;5;
определялась;5;
начально;5;
ЖТ;5;
Гипокинезии;5;
Седышева;5;
АоКлегкий;5;
системе;5;
коаптации;5;
локально;5;
базальносрединного;5;
корне;5;
ЛЖсохранена;5;
Аоотверстия;5;
МЖп;5;
мжп;5;
повышенная;5;
бок;5;
СЛР;5;
КГМР;5;
особенностейДавление;5;
ТКрегургитации;5;
НРС;5;
мышца;5;
углу;5;
невозможна;5;
флотирующих;5;
полулния;5;
ИКСО;5;
шунтированием;5;
комиссурах;5;
подтянуты;5;
старый;5;
Дополнение;5;
ангиопластики;5;
отчетливой;5;
септальную;5;
Увеличен;5;
TAPVS;5;
Периард;5;
подчеркнуты;5;
Хорошая;5;
течение;5;
желудочковый;5;
naaiaioa;5;
задний;5;
суправентрикулярная;5;
Фмиц;5;
ml;5;
уплонены;5;
учками;5;
находящейся;5;
см\сек;5;
объемов;5;
экстрасистолами;5;
раслабление;5;
aaiyoiaa;5;
увеличению;5;
М;5;
минимально;5;
анатомоконституциальных;5;
малоподвижный;5;
уменьшилось;5;
улучшилась;5;
Транспищеводное;5;
Улучшилась;5;
MPG;5;
выходного;5;
фция;5;
дефекта;5;
распространением;5;
заднейбоковой;5;
латеральной;5;
АД;5;
конце;5;
Циркулярная;5;
место;5;
Аневризматическое;5;
ФПТП;5;
eaiau;5;
ЧП;5;
Канаева;5;
уплотена;5;
—не;5;
КГМитральная;5;
протезов;5;
дефектов;5;
рЛА;5;
ЛЖИММ;5;
нитевидное;5;
Николаевич;5;
смСтенки;5;
средином;5;
тени;5;
iaaaiiiaii;5;
равномерно;5;
кальцинированных;5;
некоторая;5;
радиус;5;
Перед;5;
вид;5;
аллоритмия;5;
передне;5;
шаровидной;5;
ЛЖнарушение;5;
верхушечнопереднего;5;
Колебания;5;
регст;5;
Большое;5;
регргитация;5;
TsмсСрединный;5;
флоттирующих;5;
апикальными;5;
эпизодами;5;
aaoaeoaoee;5;
патологического;5;
Уплотнена;5;
внутрисердечной;5;
агипокинезии;5;
MV;5;
решение;5;
Нарушена;5;
ОО;5;
окклюдер;5;
мес;5;
Трабекулярность;5;
Тк;5;
Акинез;5;
воздействуют;5;
проводилась;5;
коронарным;5;
значения;5;
Нина;5;
рассчетной;5;
Уплотнено;5;
вегетации;5;
Никифоров;5;
однако;5;
составлено;5;
Изменена;5;
изменениямикальциноз;5;
достаточная;5;
анестезией;5;
нижнйе;5;
стороны;5;
дилятирован;5;
затруднительным;5;
Пограничный;5;
степениСтворки;5;
характера;5;
небольшого;5;
яркий;5;
Пик;5;
Поток;5;
часах;5;
монофазное;5;
папиллярная;5;
срединнных;5;
нраушен;5;
Перикарда;5;
уменьшением;5;
допплерографически;5;
срединий;5;
смешанного;5;
увеличилась;5;
проткол;5;
скоростей;5;
значительный;5;
переднебоковой;5;
"Асинхронное";5;
поверхность;5;
хмм;5;
нижнебоковыми;5;
anoe;5;
Пристеночный;5;
контрпульсации;5;
тканью;5;
Пр;5;
пердсердия;5;
Ciaeiie;5;
Диссинхрония;5;
ммСтворки;5;
линейная;5;
шов;5;
каеры;5;
ИССЛЕДОВАНИЕ;4;
достаточный;4;
базальны;4;
Отделение;4;
Виктор;4;
устьев;4;
ортотопической;4;
местами;4;
спреем;4;
TVI;4;
створоки;4;
висцеральному;4;
Попов;4;
сохранено;4;
anneaaeaiey;4;
Верхушка;4;
свежий;4;
Олег;4;
ММ*;4;
папилярных;4;
очаговое;4;
акцентрированный;4;
лЖ;4;
аневризму;4;
накопления;4;
непрерывности;4;
Лгкая;4;
постановки;4;
расширенаСтенки;4;
Выраженнаяпо;4;
эсистолы;4;
срединно;4;
степениУплотнены;4;
аортоправожелудочковом;4;
обьема;4;
прикрепленное;4;
стенка		;4;
ассинхронизм;4;
непостоянная;4;
лкгкого;4;
исходом;4;
прилежит;4;
легочного;4;
высоких;4;
ЛЖПатологическое;4;
заденей;4;
АмбулаторноЭХОКГ;4;
восхотдела;4;
сниженаФВ;4;
срединнного;4;
существенных;4;
–задняя;4;
mid;4;
ТрРегприклапанная;4;
очаговые;4;
уплотненыУплотнены;4;
Около;4;
Lidocaini;4;
уменьшению;4;
рекистрируется;4;
неравномерное;4;
ЭХОКАРДИОГРАФИЧЕСКОЕ;4;
ПЖмм;4;
PLAX;4;
Перикрд;4;
отчетливых;4;
то;4;
Стенка;4;
происходит;4;
склеродегенеративных;4;
фистулы;4;
продольных;4;
Перегородочная		;4;
contrмм;4;
эадней;4;
Клпанный;4;
ПМ;4;
фаз;4;
носящее;4;
Средняя;4;
положит;4;
фракция;4;
восхлдящем;4;
отклонена;4;
смотрите;4;
недосточность;4;
верхушечноперегородочного;4;
недостаточной;4;
аллоритмии;4;
Асинергия;4;
гипермобильная;4;
кальцинированное;4;
расстоянии;4;
том;4;
терапия;4;
длиже;4;
стенкаПереднеперегородочнаяПередняяНижняяПерегородочнаяБоковаяДлительность;4;
диагностики;4;
эндокард;4;
руправляемая;4;
Judeг;4;
Межи;4;
ретраградный;4;
чуть;4;
верхущки;4;
расширенокольцо;4;
России;4;
УЗ;4;
веныТР;4;
caaiae;4;
улотнены;4;
ЧЖС;4;
аоК;4;
мсQRSPulm;4;
Фальшхорда;4;
эпикардиального;4;
функйия;4;
Внутрисердечных;4;
вижу;4;
линейный;4;
proximal;4;
ВрачЛясникова;4;
релаксация;4;
дилатацию;4;
вплоть;4;
смещением;4;
Также;4;
снимок;4;
фибрином;4;
спосбности;4;
маркер;4;
умернно;4;
ммртстс;4;
миокардиальных;4;
пропульсивная;4;
ФВS;4;
Минздрава;4;
настоящее;4;
ускоренхорда;4;
гипоэхогенный;4;
неудовлетворительная;4;
локализации;4;
Транссептального;4;
легким;4;
эпигастрпозиции;4;
свободно;4;
эндокарду;4;
рассчитать;4;
рстимуляция;4;
дополнительный;4;
небольшим;4;
об;4;
сократимсоти;4;
фибрилляции;4;
склерозировны;4;
рсширено;4;
Левого;4;
Александровна;4;
особенностейДиастолическая;4;
осмотрен;4;
Мотверстия;4;
степениvc;4;
увеличенаэксцентрическая;4;
срединнобазальном;4;
Адискинезия;4;
коммиссурам;4;
проводились;4;
срединнобазальными;4;
нетМПП;4;
магистрального;4;
GE;4;
срединноверхушечных;4;
Максимальное;4;
поперечнонаправленные;4;
кинез;4;
которых;4;
необходимо;4;
базальныз;4;
ртстПульмональная;4;
жира;4;
аневизма;4;
гг;4;
Кальций;4;
Sобразной;4;
желеобразный;4;
асинхронии;4;
экстрасистолимей;4;
Показано;4;
нестабильной;4;
диффузного;4;
однородный;4;
увеличенны;4;
Пациентка;4;
линейным;4;
выявленаДавление;4;
изпод;4;
клиническая;4;
ассиметрично;4;
проводится;4;
сгустки;4;
вывести;4;
бигеминией;4;
сокращением;4;
линейное;4;
функциональной;4;
влево;4;
гипоанэхогенным;4;
теле;4;
внешне;4;
скопление;4;
сенильный;4;
сниженавизуально;4;
частоте;4;
легкому;4;
полостью;4;
которой;4;
выполнены;4;
нисходящая;4;
незначимого;4;
движении;4;
Диагональная;4;
проксимальном;4;
стол;4;
протяженииПерикард;4;
повышеноЛегочная;4;
концетрическая;4;
TDIсмсек;4;
КТ;4;
поводу;4;
срединого;4;
Косвенных;4;
приклапаная;4;
сниежна;4;
лж;4;
смещение;4;
ограничены;4;
начальнодиастолическая;4;
Реверс;4;
доступна;4;
iieacaoaee;4;
представлена;4;
пердней;4;
cмc;4;
почти;4;
мсSD;4;
AVблокада;4;
серединном;4;
Нижняя		;4;
расширенные;4;
конечнодиастолическая;4;
м\сек;4;
подвижные;4;
сутки;4;
листку;4;
пункции;4;
измененных;4;
эпигастральный;4;
Ляснкивоа;4;
%Диастолическая;4;
Описание;4;
фрагментарным;4;
МРег;4;
Афанасьева;4;
пароксизм;4;
уменьшен;4;
Повторно;4;
дилатированыбольше;4;
индексированных;4;
*nooeooiua;4;
разрыв;4;
Частичное;4;
флотирующее;4;
измненен;4;
группы;4;
базалных;4;
ВЖДЛокализацияБазальный;4;
тригеминии;4;
зонах;4;
ускоренДавление;4;
приклапаннаяЛегочная;4;
прилежащее;4;
субклинической;4;
скоростью;4;
работает;4;
дефектом;4;
выпячивание;4;
ОИМ;4;
второй;4;
наслоениями;4;
Тимофеева;4;
МЖПс;4;
предсерия;4;
Парапротезная;4;
Отчетливо;4;
шунтированите;4;
nieaiaEFii;4;
аневризматичести;4;
Верхушечная;4;
SA;4;
МНдст;4;
жировой;4;
глобальную;4;
исследовния;4;
Ложные;4;
Sim%;4;
Сомнительная;4;
Teich;4;
Кончики;4;
коронарное;4;
НБЛНПГ;4;
Визуализиция;4;
гипокинези;4;
Требуется;4;
узкий;4;
КарпнтьеЭдвардс;4;
тяжелая;4;
визуализироуется;4;
VIVID;4;
полученоКорень;4;
TsмсЗадняя;4;
достоверной;4;
Pulm;4;
наложениями;4;
видимых;4;
мб;4;
коровотока;4;
половину;4;
аневризмой;4;
aeiiaiaaoeyi;4;
способностьмиокарад;4;
приклапаннная;4;
лохматые;4;
норма%Ts;4;
симметричны;4;
Диастлическая;4;
Лучше;4;
бифуркации;4;
нарастания;4;
синусовыйЧСС;4;
быть;4;
частичный;4;
basal;4;
грани;4;
парусообразное;4;
фрагменртарно;4;
неподвижна;4;
заднней;4;
МЖДQRSAo;4;
переднй;4;
доступен;4;
ТрРег;4;
краев;4;
Внутрижелудочковой;4;
распространяющийся;4;
сфокусированный;4;
ЕАг;4;
формирование;4;
дисинхронии;4;
функионирует;4;
трнедст;4;
мсМежжелудочковая;4;
кальцификации;4;
Затруднена;4;
эпикардиальный;4;
переднеапикального;4;
может;4;
Передняя		;4;
ЧПЭХО;4;
расчётного;4;
Аопоплулуния;4;
замедленная;4;
anneoaiu;4;
минимальным;4;
niaeanii;4;
Андреевич;4;
лизиса;4;
резкой;4;
гипертрабекулярность;4;
четырехкамерной;4;
ограничение;4;
Вдоль;4;
расслабленияСистолическая;4;
d;4;
верушечного;4;
нормальный;4;
ТЭЛА;4;
низкой;4;
эхопозитивное;4;
контрапульсации;4;
ангиопластикиг;4;
Ближе;4;
явился;4;
конституциональных;4;
Ствокри;4;
замедление;4;
мешотчатая;4;
Формирующийся;4;
незнчительно;4;
хорде;4;
числе;4;
тонким;4;
рыхлый;4;
St;4;
cмсек;4;
Учитывая;4;
организации;4;
Боковая		;4;
сердечный;4;
коронарных;4;
двойного;4;
отнасительно;4;
cito;4;
Ревматическое;4;
Скоростные;4;
перикрда;4;
соответствуют;4;
фиброзных;4;
гипоэхогенное;4;
EII;4;
стоит;4;
выполнение;4;
сединичными;4;
ммГлобальная;4;
Тромбоз;4;
Переднеперегородочная		;4;
Васильевич;4;
сеть;4;
поышено;4;
Организованный;4;
легочные;4;
Iaaeuiay;4;
Сиситолическое;3;
фиброзом;3;
переднебоковаых;3;
Стврки;3;
расслабленияРасчетное;3;
суточного;3;
затруден;3;
"молотящая";3;
ишемическая;3;
массой;3;
кльцинированы;3;
зв;3;
способнсоть;3;
мембранозной;3;
TV;3;
реваскуляризации;3;
Створок;3;
Сиситолическая;3;
Многочисленные;3;
счетгипоакинезии;3;
сохранной;3;
плотным;3;
передненижнеперегородочной;3;
гиперкинетичен;3;
x;3;
повышеной;3;
Моисеевой;3;
максградиент;3;
фрагметарно;3;
ЛС;3;
полостями;3;
срединнго;3;
обследования;3;
Точка;3;
расценен;3;
достаточно;3;
весь;3;
конца;3;
Стенкиего;3;
усиление;3;
евстахиев;3;
ОТС~;3;
способноти;3;
Необходимо;3;
Определить;3;
запись;3;
хх;3;
выявленоЭКГ;3;
трансплантация;3;
клапанны;3;
вовлечением;3;
контрастированием;3;
мономрфные;3;
тенки;3;
ДКМП;3;
прикрывают;3;
Диагональные;3;
незначителноо;3;
значимые;3;
визуализированных;3;
Головка;3;
ЗСмм;3;
анэхогенное;3;
гиперэхогенной;3;
гипертензию;3;
реакцией;3;
классические;3;
плохой;3;
удаления;3;
псевдонмармальный;3;
nieia;3;
"S";3;
Критический;3;
внутренний;3;
элетрод;3;
стеник;3;
фиксированные;3;
образует;3;
потоки;3;
сужение;3;
конценрическая;3;
VIVIDS;3;
доступ;3;
ине;3;
ангипоэхогенным;3;
выялено;3;
качеством;3;
рубца;3;
кальцинированная;3;
OTC;3;
протол;3;
выполнением;3;
дисфунция;3;
хорошая;3;
объемом;3;
уплотен;3;
Качесвтенно;3;
открытого;3;
приобретенных;3;
повышенаИММ;3;
Пульмонклапан;3;
существенно;3;
небольшом;3;
Движения;3;
гиперэхоненный;3;
выявлено\;3;
обызвествленные;3;
регургитацией;3;
трикуспидальное;3;
ламинарный;3;
доступы;3;
собенностей;3;
перикардиальный;3;
повышно;3;
кандидат;3;
черезпротезная;3;
АОС;3;
направлен;3;
Крайне;3;
iieiaiee;3;
сократимоти;3;
стМН;3;
сне;3;
Легочноя;3;
некрупными;3;
незначимо;3;
Auaaiiay;3;
особеннотстей;3;
фрагментаро;3;
млмкв;3;
ТрНед;3;
разных;3;
кх;3;
Движение;3;
начинает;3;
оклюдер;3;
повышеноВ;3;
стенкоймм;3;
Недоступны;3;
Пограничное;3;
синусовый+ВЭКС;3;
регугитация;3;
камры;3;
Неболшое;3;
Сергеев;3;
патологический;3;
систолическя;3;
VR;3;
сегементе;3;
камерамимм;3;
тканевому;3;
aeiaoioey;3;
значимый;3;
Выраженнная;3;
У;3;
предсердияОстальные;3;
сохраненаАорта;3;
сети;3;
регцргитация;3;
небольших;3;
целесообразно;3;
неизменённых;3;
записью;3;
измененной;3;
базальной;3;
хордой;3;
косвенные;3;
приклапаннаяРасчетное;3;
превышет;3;
вычислить;3;
Лотарев;3;
неустойчивой;3;
вем;3;
объемная;3;
кровток;3;
высоко;3;
Кальцинировано;3;
Большинство;3;
выполняющего;3;
ограничивающий;3;
  ;3;
анатомических;3;
образную;3;
Гообальная;3;
Створкимитрального;3;
ДДиастолическая;3;
массивным;3;
гемодинамику;3;
парастернальный;3;
систолическре;3;
расстояние;3;
высокоподвижный;3;
значимому;3;
работа;3;
Vol;3;
Шелопугин;3;
апикальное;3;
базальносрединных;3;
протезирование;3;
мембраны;3;
уравнению;3;
тепени;3;
умеренноснижена;3;
ЛПна;3;
регупргитация;3;
перикардаСепарация;3;
экстраситолы;3;
Заднюю;3;
перегородочноверхушечного;3;
повышенолегочная;3;
кальцнированы;3;
малого;3;
Dshape;3;
появлением;3;
экстренно;3;
ТAРSЕ;3;
Павел;3;
Функциональная;3;
аномалия;3;
септальная;3;
эпигастральная;3;
СРТР;3;
пациентаНачальная;3;
Тейхольцу;3;
расположены;3;
Осмотрена;3;
рассмотреть;3;
краевых;3;
Терапия;3;
расчетную;3;
Утолщение;3;
TS;3;
видимо;3;
сокращенному;3;
симпсон;3;
симмметрично;3;
Грубых;3;
четырех;3;
отсутвует;3;
Мединж;3;
формироваться;3;
измененыНижняя;3;
AVкольца;3;
наполение;3;
Количественные;3;
периоде;3;
PR;3;
утро;3;
сегметов;3;
НАБЛЮДЕНИЕ;3;
Ж;3;
ЛЖГлобальная;3;
отделаи;3;
Ассинхронное;3;
тн;3;
нраушения;3;
фазы;3;
Федорович;3;
конгломератом;3;
модераторный;3;
auioaaiiii;3;
Систолическя;3;
эмфиземы;3;
Выраженно;3;
мсекМЖП;3;
коррекции;3;
ИБ;3;
тк;3;
дистально;3;
бляшка;3;
бе;3;
cm;3;
полки;3;
мозаично;3;
ней;3;
прилегающий;3;
неё;3;
значение;3;
высокая;3;
тахикардия!;3;
регургиация;3;
изадней;3;
сниженинной;3;
осмотре;3;
крепящийся;3;
фиксированного;3;
Аорег;3;
гипокинезия+;3;
Трехстворчатый;3;
степениVC;3;
лне;3;
сужения;3;
з;3;
лечения;3;
физиологическом;3;
Систолические;3;
токов;3;
асширены;3;
Снгментарных;3;
сигналы;3;
одной;3;
Открытое;3;
Неотчетливая;3;
Борисович;3;
предсредий;3;
полной;3;
диастаз;3;
LA;3;
динамической;3;
врач;3;
профиля;3;
Степень;3;
Л;3;
сократиомтсь;3;
Юдин;3;
региональной;3;
аополулуния;3;
сранению;3;
iauaia;3;
плоская;3;
переднесистолического;3;
Eaaua;3;
ммрт;3;
нити;3;
DDD;3;
гипокинезиябазального;3;
случившегося;3;
резкое;3;
Диастолическя;3;
MRVol;3;
переднепрегородочного;3;
смc;3;
ангинозного;3;
расположенные;3;
Дугу;3;
кальцинорованы;3;
массам;3;
контролем;3;
крепится;3;
сферическую;3;
трК;3;
Аоополулуния;3;
"асинхронное";3;
центральными;3;
Отчётливых;3;
гиперэхогенными;3;
включениям;3;
МастардаСеннинга;3;
групповая;3;
транссептальным;3;
Еем;3;
диаметры;3;
низким;3;
Эксцентричная;3;
убедительного;3;
Положительная;3;
Пограничные;3;
колабированием;3;
формирующегося;3;
слеванаправо;3;
нем;3;
перегородку;3;
Юрьевич;3;
тракту;3;
объемное;3;
степениТрикуспидальная;3;
занижены;3;
степениРасчётное;3;
жиром;3;
корпусФИО;3;
него;3;
застойной;3;
Апикальные;3;
CSA;3;
Измерить;3;
некомпактного;3;
Консультация;3;
диастолического;3;
головка;3;
выполнить;3;
кальнцинаты;3;
заднеё;3;
iiaiaeeinu;3;
широком;3;
камре;3;
рсширены;3;
сегменту;3;
атеросклеротически;3;
DVI;3;
Участки;3;
полеоперационные;3;
контур;3;
снижна;3;
neeaiceiaaiu;3;
невозможности;3;
дыхании;3;
пульмсональная;3;
проведение;3;
желудочкаАорта;3;
клапанав;3;
переднеих;3;
сниженеи;3;
приклапаннаяПерикард;3;
срединнобазального;3;
смыкания;3;
правая;3;
ревматический;3;
Викторович;3;
оброзование;3;
желудочками;3;
Сброс;3;
дистальногоь;3;
основной;3;
СД;3;
Enneaaiaaiea;3;
кровообращения;3;
показателя;3;
МКА;3;
пики;3;
Комков;3;
НЖТ;3;
измерения;3;
Незначительные;3;
эксцентричным;3;
достоверено;3;
выялвено;3;
Клиникополиклинический;3;
сторон;3;
спектр;3;
препятствий;3;
ЭКСПо;3;
клапанном;3;
Из;3;
eieaeuiie;3;
ровными;3;
соращаются;3;
Павлов;3;
нагрузка;3;
Диастоличекая;3;
монитора;3;
всеми;3;
