;48030;
Абрамов;9;
пузырь;9;
гипотония;9;
перлинганита;9;
Element;9;
бедренных;9;
маточные;9;
KR;9;
асистолии;9;
контрастирование;9;
Ушивание;9;
канюля;9;
предложенной;9;
дальнейшее;9;
ДН;9;
Код;9;
прохождение;9;
КоСтрелков;9;
брадикардия;9;
ксеноперикарда;9;
но;9;
стресстест;9;
правые;9;
рентгенхирурга;9;
Рабаданович;9;
Силаспрогис;9;
Мамаев;8;
кровообращения;8;
Исаакович;8;
типичного;8;
Романова;8;
деформация;8;
сонных;8;
LCALAD;8;
манометрия;8;
Ласковая;8;
экстравазальное;8;
больной;8;
стрессЭхоКГ;8;
субинтимальное;8;
пациенте;8;
эхо;8;
Левина;8;
пересечены;8;
почек;8;
Алексеева;8;
шока;8;
кардиогенного;8;
Протяженный;8;
оформлением;8;
эхокг;8;
интродьюсергайд;8;
VALIANT;8;
ЗаголовокЗаголовоктаблицы;8;
Федор;8;
феморальный;8;
имела;8;
ENDURANT;8;
рану;8;
гипотермического;8;
Крутько;8;
Виноградова;8;
Выполнены;8;
красного;8;
дистальным;8;
АВСавелло;8;
Ильинична;8;
возможен;8;
КТКП;8;
компенсированный;8;
методика;8;
палате;8;
ХИРУРГИИ;8;
рубец;8;
отведениях;8;
магистральных;8;
две;8;
Облитерирующий;8;
характере;8;
Бродников;8;
реконструкцией;8;
зо;8;
ОперировалиЕВ;8;
верен;8;
Яковлева;8;
Лодягин;8;
грыжа;8;
ДАСтрелков;8;
комбинированный;8;
Crush;8;
ВОА;8;
Золотухин;8;
РЕНТГЕНЭНДОВАСКУЛЯРНОЙ;8;
минимум;8;
дыхания;8;
Частичная;8;
Григорьев;8;
ММ;8;
невозможностью;8;
Аркадий;8;
Виноградов;8;
воздействия;8;
Павлюченкова;8;
использования;8;
Базовый;8;
Пономарев;8;
Подзаголовок;8;
Повторно;8;
лВСА;8;
конкурентный;8;
Наталия;8;
значимой;8;
дилатацию;8;
прошлом;8;
резидуальное;8;
КоМВ;8;
Adhesive;8;
ретроградной;8;
Иссечены;8;
субокклюзииокклюзии;8;
БПВ;8;
Антонова;8;
ЕБ;8;
выполнялась;8;
ОТДЕЛЕНИЕ;8;
Сапелкин;8;
Градиент;8;
переднебоковой;8;
заголовок;8;
Соловьев;8;
отсечена;8;
тяжелом;8;
фиксации;8;
спазма;8;
ммратм;8;
Сидоров;8;
Перенесенный;8;
слабый;8;
трифуркации;8;
Киреев;8;
интродъюсера;8;
локализации;8;
паховой;8;
Волкова;8;
гидратационная;8;
Алиев;8;
разасутки;8;
окончании;8;
апикальный;8;
всвязи;8;
экстравазации;8;
дистальное;8;
Матвеевич;8;
Кадышкина;8;
ВСКраснов;8;
интраоперационных;8;
реканализированный;8;
аагрегантная;8;
Начато;8;
восходящую;8;
уменьшение;8;
реканализированного;8;
Ульравист;8;
Введение;8;
отобрать;8;
КоГрязев;8;
катетеры;8;
РИ;8;
разрез;8;
IQ;8;
УЗИ;8;
ЛКA;8;
канал;8;
продолжительностью;8;
стенозирующая;8;
РХМДИЛ;8;
болевого;8;
экстренным;8;
ио;8;
критическое;8;
холодовая;8;
Тимошенко;8;
глубокого;8;
феморальным;8;
Лебедева;8;
Стенозы;8;
Маркович;8;
Диссекции;8;
ВрачАС;8;
тефлоновых;8;
уровню;8;
устранен;8;
предсердиелевый;8;
атеросклеротического;8;
Stabilazer;8;
Тимофеевна;8;
Ретроградно;8;
THORACIC;8;
ПАК;8;
ЕА;8;
циркулярное;8;
детали;8;
послойный;8;
значения};8;
спайки;8;
брахиоцефального;8;
ХОБЛ;8;
синусового;8;
интраоперационным;8;
трех;8;
покрышки;8;
функционирующий;8;
НПА;8;
Мазуренко;8;
Mini;8;
ВрачиСС;8;
Осипов;8;
иссечен;8;
{Нет;8;
сужением;8;
транссептальный;8;
Боткин;8;
стентграфт;8;
имплантированном;8;
кальцинированный;8;
ЕИ;8;
интракоронарное;8;
зажимы;8;
Ao;8;
пароксизм;8;
установке;8;
Vстентирование;8;
Дальнейшие;8;
целующихся;8;
использование;8;
"overlapping";8;
Побразными;8;
симпатомиметиков;8;
IA;8;
СМА;8;
систему;8;
Нелли;8;
подшиты;8;
Сурнов;8;
Ларионов;7;
прогрессировании;7;
Брюшная;7;
Асептические;7;
узел;7;
умеренной;7;
прижизненно;7;
“ProKinetic;7;
которого;7;
pro;7;
нормально;7;
Осиповна;7;
Транскатетерная;7;
"NC;7;
финальной;7;
опорным;7;
показаниям;7;
Шелопугин;7;
Пугачева;7;
sec;7;
клиникоангиографическим;7;
Ревизия;7;
коА;7;
картина;7;
Данилов;7;
JСL;7;
ЕНСерков;7;
LDA;7;
Пульсация;7;
ЛЕ;7;
Аркадьевна;7;
ИО;7;
Фокин;7;
Цыпушкина;7;
стентBMS;7;
Сорокин;7;
измененных;7;
динамике;7;
безуспешно;7;
других;7;
Third;7;
конецвбок;7;
ЖЭ;7;
отделении;7;
стабилен;7;
Петросян;7;
клинического;7;
Терещенко;7;
Максим;7;
POT;7;
малый;7;
ЗавотдРЭХИД;7;
появлении;7;
"Soft";7;
См;7;
Коровин;7;
атмВ;7;
процедуры;7;
направляющего;7;
внутрикоронарного;7;
сегментах;7;
конкурентного;7;
субинтимального;7;
XBSH;7;
безуспешные;7;
Репозиция;7;
Зоя;7;
Захарова;7;
Электроды;7;
внутри;7;
скоростью;7;
Исаков;7;
Kouchoukos;7;
коллатералей;7;
язвы;7;
резекция;7;
манипуляционного;7;
клиниколабораторных;7;
ПМЖА\ДА;7;
кишечника;7;
НСА;7;
позвонка;7;
один;7;
Меньшугин;7;
пассивной;7;
нарастание;7;
Казакова;7;
Filder;7;
наркозом;7;
коллатерали;7;
минимальный;7;
желудочковой;7;
Никитенок;7;
контрапульсатор;7;
NASCET;7;
головка;7;
Воробьева;7;
Асистолия;7;
безуспешна;7;
желудочков;7;
Юсифов;7;
ВГ;7;
развита;7;
Выпота;7;
ниже;7;
Афанасьев;7;
экспозицией;7;
дальнейшая;7;
ПОСЛЕОПЕРАЦИОННЫЙ;7;
среднего;7;
сигмовидной;7;
Давыдова;7;
целесообразно;7;
полюс;7;
АКШПКА;7;
экспозиция;7;
Тобразно;7;
Аркадьевич;7;
Риск;7;
Пягай;7;
КС;7;
тубулярный;7;
Rgконтролем;7;
Артур;7;
ед;7;
сформировано;7;
Гиса;7;
Владислав;7;
Эхо;7;
толерантности;7;
Толстопятова;7;
Energy”;7;
раннее;7;
стенозе;7;
Трахеостомия;7;
интрамиокардиальный;7;
Кудряшов;7;
Мазохина;7;
Чернов;7;
КТ;7;
О;7;
обеднена;7;
АR;7;
ЭРП;7;
мгсут;7;
слабое;7;
артериального;7;
аортокоронарного;7;
произведена;7;
возможностей;7;
СР;7;
МПП;7;
ушито;7;
ЖКБ;7;
Колесникова;7;
нарушением;7;
QSH;7;
периферического;7;
распространяется;7;
Киселев;7;
стентProKinetic;7;
Никитина;7;
эвакуация;7;
Потапов;7;
отсутствии;7;
ВрачАН;7;
гидрофильного;7;
наглухо;7;
наличие;7;
тканей;7;
пальца;7;
ОПА;7;
Худоногова;7;
Налажена;7;
Максимова;7;
Установка;7;
Мамин;7;
светлая;7;
Клиникоангиографические;7;
Гневашевым;7;
Выраженные;7;
МНС;7;
АМ;7;
значительно;7;
гематомы;7;
РВ;7;
Тактика;7;
миграции;7;
щитовидной;7;
несколькими;7;
детрита;7;
recrossing;7;
проводниковых;7;
Королева;7;
фаланги;7;
аппарата;7;
максимальный;7;
параклапанной;7;
ПЭКС;7;
сложностями;7;
Правый;7;
Ethibond;7;
умеренная;7;
чрезбедренным;7;
тандемстеноз;7;
кальцинирована;7;
Николаева;7;
результатом;7;
манжет;7;
гематома;7;
Пережат;7;
пароксизмы;7;
ОНМК;7;
ходе;7;
Олеговна;7;
стандарный;7;
характер;7;
LIMA;7;
удовлетворительные;7;
Давящие;7;
катетеризирована;7;
Карасев;7;
ангиопластике;7;
РНБогук;7;
Головина;7;
ушит;7;
наложены;7;
выявлен;7;
край;7;
Смоленкова;7;
нижний;7;
ЭхоКГ;7;
карту;7;
Климов;7;
Тимофеева;7;
"CiD;7;
окклюзию;7;
инфляциями;7;
"CRE";7;
ЮВ;7;
напротив;7;
втором;7;
пучка;7;
Лебединский;7;
Мельников;7;
маргинальную;7;
селективно;7;
многократная;7;
меньшей;7;
доз;7;
обильное;7;
НА;7;
диагностического;7;
давности;7;
Medina;7;
Продолжение;6;
заполняющейся;6;
Андреева;6;
некоторое;6;
терминальной;6;
Кровопотеря;6;
гидроторакс;6;
Паршина;6;
Промежуточной;6;
Повторное;6;
Эндоваскулярная;6;
Протезирование;6;
полипроекционной;6;
Ослабление;6;
пузырно;6;
катером;6;
Шангин;6;
сохранением;6;
крупным;6;
ГПОД;6;
катехоламинов;6;
"Dior";6;
Миша;6;
Сердечная;6;
Мохнаткин;6;
пациентке;6;
дискретного;6;
ProKinetick;6;
инструментов;6;
Курапеев;6;
Сухрай;6;
отделов;6;
ртса;6;
шеи;6;
БПВРЛНПГ;6;
"Vistabritetip;6;
Выполнить;6;
Аортография;6;
ВН;6;
Григорьева;6;
бледножелтого;6;
Цыплаков;6;
гайдкатетерVL;6;
Ермакова;6;
Проведен;6;
мягкоэластической;6;
анестезиологического;6;
наркотических;6;
Налажен;6;
боковых;6;
изъязвленной;6;
segment;6;
установленным;6;
Лемешонок;6;
наружной;6;
Stride;6;
жидкость;6;
многососудистое;6;
Новиков;6;
спазмом;6;
компрессией;6;
Сre;6;
Майя;6;
Брилинта;6;
ГАМинкоилов;6;
Оксана;6;
участком;6;
позвоночника;6;
Наложены;6;
анальгетиков;6;
Перитубарные;6;
Дистальная;6;
длинасм;6;
субокклюзий;6;
Створки;6;
Сергеева;6;
вазоспазм;6;
механическая;6;
ро;6;
первом;6;
ВПВ;6;
повреждение;6;
артериотомия;6;
сальник;6;
опорожнившаяся;6;
Ожогина;6;
Иссечен;6;
Внутривенно;6;
Тромботическая;6;
Интима;6;
Сергиенко;6;
обнажена;6;
небольших;6;
мкгкг;6;
Время—;6;
параклапанная;6;
LOWN;6;
Геннадьевна;6;
Мельникова;6;
Тромботические;6;
технически;6;
reversed;6;
Tyshak;6;
Зажим;6;
прошиты;6;
добавить;6;
ЛПклА;6;
Правосторонний;6;
прецизионное;6;
противоэмболической;6;
коронарограмм;6;
ложа;6;
Киссингпостдилатация;6;
ETBFCEE;6;
Быкова;6;
эшелонированное;6;
ТН;6;
устьевым;6;
Интродъюсер;6;
РСI;6;
развитой;6;
бикавальной;6;
Арутюнович;6;
Храмов;6;
терминальном;6;
гипотонии;6;
консультирована;6;
Интрамиокардиальное;6;
ВрачН;6;
Наиболее;6;
середины;6;
Rx;6;
расчетной;6;
инвазивный;6;
распространенная;6;
Лапин;6;
KLH;6;
отделения;6;
Расслоение;6;
так;6;
Демидчик;6;
ОБАправое;6;
форму;6;
Имплантация;6;
возобновлять;6;
внутренняя;6;
тахикардии;6;
специфическая;6;
артериями;6;
Нестеровский;6;
незначительное;6;
Музыченко;6;
Юлия;6;
ПСоА;6;
доза;6;
отчётливо;6;
VISTABRITETIP;6;
Эльбрусович;6;
мА;6;
подключичная;6;
митральном;6;
биоклеем;6;
компрессионного;6;
бифуркацию;6;
стентировать;6;
Виктория;6;
Комаров;6;
Пономарева;6;
нарушения;6;
изгиба;6;
ПНСА;6;
включения;6;
трансплантация;6;
ликворного;6;
Счет;6;
Тимофеев;6;
Трикуспидальная;6;
трехпроводниковой;6;
исходом;6;
ближе;6;
мониторирование;6;
Диагональная;6;
подкожная;6;
Денежкина;6;
Тень;6;
Сергеев;6;
Аографии;6;
пережат;6;
Литвиненко;6;
Мурат;6;
VDRM;6;
Циркуляторный;6;
минимальное;6;
аортальной;6;
Зубарева;6;
Слои;6;
методикей;6;
"Sprinter";6;
тромбированием;6;
затека;6;
МР;6;
Ортотопическая;6;
Формирование;6;
мониторинг;6;
деятельность;6;
Правые;6;
субэндокардиальный;6;
Долгушин;6;
заплатой;6;
стена;6;
Исходно;6;
Солопченко;6;
оценкой;6;
Лукин;6;
noreflow;6;
заведены;6;
отдельными;6;
реципиента;6;
Леонидовна;6;
мест;6;
H;6;
IG";6;
завершить;6;
расспространение;6;
пределы;6;
Марзамед;6;
мнс;6;
Площадь;6;
Левый;6;
Лотарев;6;
клеток;6;
удерживать;6;
восстановлены;6;
конверсия;6;
обнаружено;6;
дополнительный;6;
Инфляция;6;
Трусов;6;
узла;6;
Ефимович;6;
Интраоперационная;6;
бедренные;6;
Врачко;6;
PСI;6;
инфляцией;6;
стрессэхокг;6;
брахиоцефальная;6;
диффузного;6;
пристеночных;6;
Николаенко;6;
Богданов;6;
выйти;6;
FlexPush;6;
TEVAR;6;
Сращение;6;
VIP;6;
использована;6;
перевязана;6;
дугу;6;
асептические;6;
Произведено;6;
первого;6;
аорте;6;
затек;6;
Ретроградная;6;
одиночным;6;
Тарасенко;6;
АОМА;6;
ЕЯ;6;
Шилова;6;
баллонного;6;
Погодина;6;
этапное;6;
Витальевна;6;
контрлатеральном;6;
AVF;6;
Плахотин;6;
защитой;6;
LMLCA;6;
трансаортальный;6;
осуществляется;6;
Конюхов;6;
ПОСТУПЛЕНИЯ;6;
Поляница;6;
Гончаров;6;
дефицита;6;
участками;6;
Тимофеевич;6;
Вскрыт;6;
высоты;6;
Помернюк;6;
протяженности;6;
особенностей;6;
Александрова;6;
позиционирования;6;
стабилизация;6;
Stif;6;
механический;6;
проводнике;6;
Федоренко;6;
нормализации;6;
Воздействия;6;
я;6;
Marker;6;
стабильна;6;
RadioFocus;6;
"Apex;6;
клея;6;
сердечная;6;
эвакуировано;6;
Карапетян;6;
диафрагмы;6;
эндартерэктомия;6;
Манипуляционный;6;
мозга;6;
ФИОВалов;6;
hemiarch”;6;
восстановлением;6;
Вальсальвы;6;
Adhesiv;6;
дважды;6;
просматривается;6;
Самостоятельное;6;
изгибе;6;
атрофический;6;
продолжения;6;
смене;6;
Установлены;6;
суточное;6;
"Fielder";6;
Михалова;6;
стентированном;6;
терапевтической;6;
ангиографически;6;
ТВ;6;
течения;6;
Цезарович;6;
Собко;6;
киссинг;6;
CRE";6;
троакар;6;
принял;6;
Иссечена;6;
поводу;6;
Моча;6;
незначимости;6;
TRband;6;
фрагментами;6;
комиссур;6;
Angioseal;6;
коронарограммах;6;
стволовых;6;
ранняя;6;
клетчатки;6;
Reveal;6;
диффузный;6;
IIБ;6;
единственной;6;
Мамсуров;6;
XIENCE;6;
ОперировалиАС;6;
Этапная;6;
перикарду;6;
постокклюзионного;6;
неврологического;6;
лучевая;6;
СД;6;
Милющенко;6;
Альфина;6;
Тарони;6;
МК;6;
Кириллова;6;
АнестезиологГуляев;6;
хорошим;6;
second;6;
компьютерного;5;
Острым;5;
Веревкин;5;
разрезе;5;
этом;5;
Обращает;5;
ишемия;5;
проксимальные;5;
существенной;5;
малым;5;
резидуальным;5;
АНГрязев;5;
тяжелым;5;
асистолию;5;
Genesis;5;
стрессэхокардиография;5;
Maxi;5;
Медведев;5;
"Gaia;5;
устьевых;5;
отделы;5;
системная;5;
головного;5;
градиента;5;
отношении;5;
плотная;5;
удовлетоврительный;5;
иб;5;
Protege;5;
ОТДЕЛЕНИЯ;5;
НИ;5;
Тихомирова;5;
Зелинский;5;
ДA;5;
удалено;5;
Тромбы;5;
Бельянинова;5;
лапаротомия;5;
внутривенное;5;
осмотре;5;
госпитализации;5;
ТС;5;
недостаточная;5;
выполнением;5;
вышеописанной;5;
Козлов;5;
Суренович;5;
грудину;5;
многочисленные;5;
PRIME;5;
магистральный;5;
ПРИЕМНОГО;5;
сохраняющейся;5;
Филиппова;5;
Седов;5;
QИМ;5;
"Cre";5;
субинтимальный;5;
Журавлев;5;
Якубов;5;
однократно;5;
трахеостомии;5;
Выявлено;5;
Батиста;5;
паравазальное;5;
флакона;5;
субокклюзию;5;
крупные;5;
анализ;5;
аблация;5;
компрессия;5;
окраски;5;
разделены;5;
Протез;5;
Чайкин;5;
диагональную;5;
нарушении;5;
картину;5;
пневмоперитонеум;5;
Константиновна;5;
Подключён;5;
Соколова;5;
Maverick";5;
Яков;5;
Повязки;5;
ARSH;5;
мозговой;5;
эпизоды;5;
тк;5;
KL;5;
организованных;5;
ВББ;5;
СООК;5;
Диабетическая;5;
экстренного;5;
Tstenting;5;
ВрачиВВПриворотский;5;
атмБК;5;
обсудить;5;
стенкой;5;
адекватно;5;
CЗФМИЦ;5;
отчётливых;5;
Соболева;5;
нарастающих;5;
скомпроментировано;5;
Данилин;5;
легочной;5;
грудная;5;
Беляева;5;
клапанный;5;
Извлечение;5;
АИ;5;
того;5;
Профилактика;5;
устьями;5;
Superstiff;5;
тела;5;
ЕВТоптыгин;5;
прямой;5;
ОКС;5;
Vista;5;
Фирсов;5;
аспирина;5;
брыжейки;5;
экстракраниального;5;
центральное;5;
множество;5;
контрастирующего;5;
ангиографическая;5;
ликвидированы;5;
компрессионное;5;
невозможно;5;
положительный;5;
промыт;5;
соответствующей;5;
пациенту;5;
Хрулева;5;
Павлова;5;
endoleak;5;
лучевых;5;
обработка;5;
ЛРК;5;
эксцентрично;5;
Решение;5;
Пославская;5;
минимального;5;
сменных;5;
моногемисферальной;5;
фрагментарное;5;
ангиографическими;5;
тазобедренного;5;
антиангинальной;5;
интрамурально;5;
обоих;5;
неизвестной;5;
клинике;5;
изменённую;5;
SIM;5;
Матвеев;5;
сторону;5;
кх;5;
каменистой;5;
введены;5;
гайдинтродьюсера;5;
брадикардии;5;
установка;5;
синусовый;5;
ангиографических;5;
Флюоро;5;
компазитный;5;
угла;5;
Куликов;5;
нему;5;
бивалирудина;5;
реакцией;5;
токи;5;
доля;5;
гипоперфузированной;5;
“culotte”;5;
ЕМ;5;
манипуляции;5;
T;5;
позиционированием;5;
SHЧерез;5;
желательно;5;
Механическая;5;
отек;5;
нахождения;5;
ID;5;
Клексана;5;
формировании;5;
Эльвира;5;
паллиативное;5;
пищевода;5;
дробно;5;
дренирование;5;
Аштаев;5;
Установлена;5;
коМ;5;
Саедова;5;
кардиолога;5;
трахеостомия;5;
ЭАЭ;5;
LD;5;
крайний;5;
Ротко;5;
полной;5;
особенностью;5;
нисходящем;5;
элевация;5;
неинвазивной;5;
баллонов;5;
Киссингбаллонирование;5;
разрушения;5;
Зинаида;5;
большой;5;
разсутки;5;
воздушной;5;
Никифорова;5;
стойкого;5;
Орлова;5;
начаты;5;
синусы;5;
RDC;5;
функциональной;5;
аортаполые;5;
Церебральная;5;
расположения;5;
нисх;5;
Феморальный;5;
Косяченко;5;
Веселов;5;
ухудшения;5;
Дерендяев;5;
минимальным;5;
нарастающим;5;
интродъюсер;5;
недостаточной;5;
ангиограммой;5;
снят;5;
непрерывным;5;
ETLWCEE;5;
обсуждения;5;
Повторный;5;
Авешникова;5;
остальных;5;
раствора;5;
аутовенозные;5;
остановки;5;
врачом;5;
Левые;5;
ОБНАРУЖЕНО;5;
CBL;5;
Boston;5;
Инна;5;
К\о;5;
РЭХИД;5;
кишка;5;
Наймушин;5;
Цветков;5;
Варикозная;5;
Лапаротомия;5;
пройти;5;
заново;5;
здоровых;5;
ОАСНК;5;
нагрузке;5;
подвздошнобедренного;5;
jugularis;5;
”;5;
антеградной;5;
заплаты;5;
интрамиокардиально;5;
восх;5;
месту;5;
Корабельникова;5;
назначенных;5;
Абрамович;5;
данной;5;
боли;5;
единичным;5;
верхняя;5;
целесообразны;5;
VAMFCTE;5;
переоформлением;5;
Денисов;5;
сохраняются;5;
прежнем;5;
Кожевников;5;
Multi;5;
непрерывной;5;
маргинальными;5;
манипуляционный;5;
лечении;5;
ЛКАПМЖА;5;
брюшина;5;
деформирован;5;
вкоронарного;5;
функционально;5;
поперечная;5;
Пасечник;5;
прежнее;5;
TERUMO;5;
венах;5;
патологии;5;
массивное;5;
minicrush;5;
лПА;5;
ближайшее;5;
Qonquest;5;
терминального;5;
Тромбоаспирация;5;
регистрировался;5;
экстубации;5;
Львовна;5;
сразу;5;
правым;5;
возможность;5;
Диссекция;5;
Конкурентный;5;
протрузии;5;
раннем;5;
кожу;5;
внимание;5;
хронически;5;
го;5;
анализа;5;
поздняя;5;
Альбертович;5;
BIB;5;
краевая;5;
Необходима;5;
шунтография;5;
Баутин;5;
Синусовый;5;
дискретное;5;
шт;5;
"ProKinetic";5;
стенкам;5;
подведен;5;
дисскции;5;
Empira;5;
сознания;5;
контрапульсации;5;
рестенозированного;5;
atm;5;
Persuader;5;
большая;5;
необходимым;5;
vfemoralis;5;
Хороший;5;
образования;5;
брюшную;5;
функции;5;
сохраненной;5;
извитой;5;
Волик;5;
к\оРН;5;
sinistraF;5;
обеим;5;
ого;5;
Смолин;5;
нецелесообразной;5;
Романович;5;
эндопротез;5;
Guidezilla;5;
необходимой;5;
флотирующего;5;
Горохова;5;
reflow;5;
ВП;5;
Кальциноз;5;
чрез;5;
пособия;5;
физической;5;
Назарова;5;
Белоусов;5;
нестабильности;5;
дополнительных;5;
Клавдия;5;
клиникоангиографических;5;
Коток;5;
Борисов;5;
симптоматики;5;
МЖП;5;
ангиограммы;5;
ос;5;
кровоснабжается;5;
сформированы;5;
след;5;
Кутузова;5;
Нитроглицерина;5;
Хоменко;5;
лоном;5;
соединения;5;
сочтена;5;
\\;5;
внутрисосудистое;5;
всём;5;
РХМДиЛНВ;5;
виде;5;
текущего;5;
Федков;5;
Дмитриев;5;
были;5;
сатурации;5;
Мпроведен;5;
"TIN";5;
пациентка;5;
организованный;5;
перфузия;5;
Первым;5;
дефекты;5;
оксиметрии;5;
Перспектив;5;
Лященко;5;
ПИКС;5;
быстрым;5;
Лучевой;5;
Вт;5;
атероматоз;5;
Сучков;4;
протяженными;4;
Эйдельсон;4;
Гундерин;4;
export;4;
эффективности;4;
Фибрилляция;4;
Зеликович;4;
Больная;4;
Базанова;4;
железа;4;
Шадрин;4;
аноксии;4;
результатами;4;
Суханова;4;
дозах;4;
возникновения;4;
Проведена;4;
методику;4;
Всвязи;4;
бедренными;4;
тикагрелором;4;
отчетливая;4;
Не;4;
Давид;4;
обработана;4;
Ретроградное;4;
Борисова;4;
бифуркаций;4;
конец;4;
нативное;4;
Саркисович;4;
первоначальной;4;
отмечает;4;
импрегнация;4;
сгустков;4;
подвздошным;4;
Частично;4;
Сказанное;4;
продвижения;4;
Появился;4;
Перминов;4;
количеством;4;
Якубенко;4;
флотирующим;4;
Значимо;4;
доли;4;
локальных;4;
LCх;4;
атмОстаточный;4;
коррекция;4;
бифуркационным;4;
Tобразное;4;
Маммарокоронарный;4;
динамика;4;
ушивания;4;
Данных;4;
зоной;4;
листок;4;
ухудшение;4;
заменой;4;
венозный;4;
MEDINA;4;
врачиДА;4;
Захаров;4;
дезагрегантов;4;
ложным;4;
областями;4;
подготовлены;4;
истончение;4;
"Terumo;4;
Прудникович;4;
дальнейшем;4;
анастезиолога;4;
IMA;4;
Круглов;4;
умеренных;4;
язва;4;
First";4;
длинойсм;4;
Фёдорович;4;
Adroid;4;
СодержимоетаблицыОсновнойтекстОсновнойтекстсотступомзаголовокУказательНазваниеУказательНазвание;4;
отводящей;4;
Андриенко;4;
свободной;4;
Убрать;4;
Шпиндлер;4;
Асс;4;
Шаповалов;4;
ветвя;4;
покрытая;4;
анест;4;
Трейтца;4;
Рясов;4;
Саргис;4;
Егорова;4;
Балынец;4;
проксимальноProKinetic;4;
раздут;4;
сахарный;4;
Аркадьев;4;
Mx;4;
протяженным;4;
послеоперационном;4;
StV;4;
Чуранов;4;
Юрков;4;
балонной;4;
выскабливание;4;
окклюзированного;4;
достаточного;4;
Паднас;4;
перфоративной;4;
модификации;4;
КБАКоАо;4;
Фарукшин;4;
AFS;4;
синус;4;
INTERGARDмм;4;
Окклюзирован;4;
дополнительно;4;
Колесник;4;
Light";4;
Серозная;4;
Добычина;4;
явлений;4;
пульсации;4;
балок;4;
гистологическое;4;
ОРИТ№;4;
Объем;4;
обтяжки;4;
овала;4;
D;4;
усиление;4;
средостения;4;
Азаров;4;
глобулярный;4;
ЛСМА;4;
Кириллов;4;
Лилия;4;
одномоментном;4;
фимбриальный;4;
удалась;4;
Чемерис;4;
LСх;4;
улучшилось;4;
сухожилий;4;
сочетании;4;
органы;4;
provisional;4;
суживающая;4;
Чернышев;4;
Беляев;4;
Афанасьева;4;
Краевых;4;
связанного;4;
тромбэкстракции;4;
тощей;4;
Культя;4;
Криобаллонная;4;
расхождение;4;
Диффузно;4;
анестезиологическую;4;
Илларионов;4;
проклеены;4;
Куштапина;4;
Торопов;4;
Stent;4;
"Culotte";4;
Манукян;4;
некупируемый;4;
Covered;4;
Реканализация;4;
карта;4;
Илларион;4;
Гавриченко;4;
стентвстент;4;
ТПС;4;
СписокОсновнойтекст;4;
промежуточная;4;
опорожнившейся;4;
микрокатетерабура;4;
Гипотиреоз;4;
корня;4;
Башкирова;4;
Пулькин;4;
проксимальнйо;4;
данном;4;
сцинтиграфия;4;
Быков;4;
ти;4;
печень;4;
интегриллина;4;
является;4;
Оршанская;4;
Ветвь;4;
поломкой;4;
экономное;4;
перстной;4;
острая;4;
остаточным;4;
субсерозной;4;
консервативное;4;
кальцинированная;4;
Егоровна;4;
бляшек;4;
транзиторной;4;
LIMALAD;4;
M’SureS;4;
LMLAD\DA;4;
Розенцвайг;4;
Кузьминых;4;
Пелюшкевич;4;
Екимович;4;
уменьшился;4;
Паньшин;4;
подрытая;4;
гайдкатетере;4;
начать;4;
Мирошников;4;
ПЭ;4;
Луковецкий;4;
атероматозных;4;
фигурным;4;
уменьшении;4;
Карева;4;
малой;4;
лизис;4;
Сагун;4;
no;4;
СНII;4;
выпота;4;
контрольном;4;
"Stabilizer";4;
Представлена;4;
микропроводника;4;
ДАЗверева;4;
ЗавотдРХМДиЛ№ВВ;4;
режущего;4;
СодержимоетаблицыОсновнойтекстОсновнойтекстсотступомзаголовокУказательНазваниеУказательНазваниеУказатель;4;
Вячеславовна;4;
стресстеста;4;
острым;4;
сердечнолегочная;4;
